numGenes,type,score
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00014858841010401136
3,inter,0.00024764735017335227
3,intra,0.00024764735017335227
3,inter,0.0002971768202080227
3,inter,0.00014858841010401136
3,intra,0.00014858841010401136
3,inter,9.90589400693409e-05
3,intra,0.0002971768202080227
3,intra,0.0
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00024764735017335227
3,inter,0.00014858841010401136
3,inter,5.01630298469502e-05
3,intra,0.0
3,inter,0.00015048908954096163
3,intra,0.00025081514923497306
3,intra,0.00015048908954096163
3,inter,5.01630298469502e-05
3,intra,9.90589400693409e-05
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00024764735017335227
3,inter,0.00014858841010401136
3,intra,9.90589400693409e-05
3,inter,0.00010032605969401143
3,inter,0.0018325903912828068
3,intra,0.0018325903912828068
3,inter,0.0016840019811787954
3,intra,0.001981178801386818
3,intra,0.0017830609212481363
3,inter,0.0018325903912828068
3,intra,0.0018560321043391559
3,inter,0.0018325903912828068
3,intra,0.00014858841010401136
3,inter,0.00014858841010401136
3,intra,0.0
3,inter,0.0002971768202080227
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00015048908954096163
3,intra,0.00014858841010401136
3,inter,0.0016840019811787954
3,intra,9.90589400693409e-05
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00024764735017335227
3,inter,0.00014858841010401136
3,intra,9.90589400693409e-05
3,inter,0.00010032605969401143
3,intra,0.0
3,inter,0.0018325903912828068
3,intra,0.00014858841010401136
3,intra,0.00014858841010401136
3,inter,0.00014858841010401136
3,intra,0.0
3,inter,0.0002971768202080227
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00015048908954096163
3,intra,0.00014858841010401136
3,inter,0.0016840019811787954
3,intra,0.0
3,intra,0.00014858841010401136
3,intra,0.00014858841010401136
3,inter,0.00014858841010401136
3,intra,0.0
3,inter,0.0002971768202080227
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00015048908954096163
3,intra,0.00014858841010401136
3,inter,0.0016840019811787954
3,intra,0.0
3,intra,0.00014858841010401136
3,intra,0.0
3,inter,0.0004457652303120341
3,intra,0.0004457652303120341
3,inter,0.0003962357602773636
3,intra,0.0005943536404160454
3,intra,0.0003962357602773636
3,inter,0.0004457652303120341
3,intra,0.0004514672686229959
3,inter,0.0004457652303120341
3,intra,0.002080237741456159
3,inter,0.0003962357602773636
3,inter,0.0004457652303120341
3,inter,0.0003962357602773636
3,inter,0.0003962357602773636
3,inter,9.908347783005311e-05
3,intra,9.908347783005311e-05
3,inter,0.00014862521674507967
3,intra,0.0002477086945751328
3,intra,0.00014862521674507967
3,inter,9.908347783005311e-05
3,intra,0.00010035122930251994
3,inter,9.908347783005311e-05
3,intra,0.0015853356452811829
3,inter,0.00014862521674507967
3,inter,9.908347783005311e-05
3,inter,0.00014862521674507967
3,inter,0.00014862521674507967
3,intra,0.00044587565023535003
3,inter,0.0018325903912828068
3,intra,0.0018325903912828068
3,inter,0.0016840019811787954
3,intra,0.001981178801386818
3,intra,0.0017830609212481363
3,inter,0.0018325903912828068
3,intra,0.0018560321043391559
3,inter,0.0018325903912828068
3,intra,0.0
3,inter,0.0016840019811787954
3,inter,0.0018325903912828068
3,inter,0.0016840019811787954
3,inter,0.0016840019811787954
3,intra,0.002080237741456159
3,intra,0.0015853356452811829
3,intra,0.0
3,inter,5.0238633509169794e-05
3,intra,0.00010047726701833959
3,inter,0.00020095453403667918
3,inter,0.00010047726701833959
3,intra,0.0
3,inter,5.0125313283189143e-05
3,intra,5.0238633509169794e-05
3,inter,0.0018085908063301126
3,intra,0.00010047726701833959
3,intra,5.0238633509169794e-05
3,intra,0.00010047726701833959
3,intra,0.00010047726701833959
3,inter,0.00040190906807335836
3,inter,5.025125628144167e-05
3,inter,0.0018085908063301126
3,inter,0.00014858841010401136
3,intra,0.00014858841010401136
3,inter,0.0
3,intra,0.0002971768202080227
3,intra,9.90589400693409e-05
3,inter,0.00014858841010401136
3,intra,0.00015048908954096163
3,inter,0.00014858841010401136
3,intra,0.0016840019811787954
3,inter,0.0
3,inter,0.00014858841010401136
3,inter,0.0
3,inter,0.0
3,intra,0.0003962357602773636
3,intra,0.00014862521674507967
3,intra,0.0016840019811787954
3,inter,0.00010047726701833959
3,inter,9.90589400693409e-05
3,intra,9.90589400693409e-05
3,inter,0.00014858841010401136
3,intra,0.00024764735017335227
3,intra,0.00014858841010401136
3,inter,9.90589400693409e-05
3,intra,0.00010032605969401143
3,inter,9.90589400693409e-05
3,intra,0.0018325903912828068
3,inter,0.00014858841010401136
3,inter,9.90589400693409e-05
3,inter,0.00014858841010401136
3,inter,0.00014858841010401136
3,intra,0.0004457652303120341
3,intra,9.908347783005311e-05
3,intra,0.0018325903912828068
3,inter,5.0238633509169794e-05
3,intra,0.00014858841010401136
3,intra,9.90589400693409e-05
3,inter,9.90589400693409e-05
3,intra,0.00014858841010401136
3,inter,0.00024764735017335227
3,inter,0.00014858841010401136
3,intra,9.90589400693409e-05
3,inter,0.00010032605969401143
3,intra,0.0
3,inter,0.0018325903912828068
3,intra,0.00014858841010401136
3,intra,0.0
3,intra,0.00014858841010401136
3,intra,0.00014858841010401136
3,inter,0.0004457652303120341
3,inter,9.908347783005311e-05
3,inter,0.0018325903912828068
3,intra,5.0238633509169794e-05
3,inter,0.00014858841010401136
3,inter,9.90589400693409e-05
3,inter,8.113590263691961e-05
3,intra,5.4090601757983414e-05
3,inter,2.7045300878936196e-05
3,inter,0.0005138607167004539
3,intra,0.00048681541582151766
3,inter,0.00045977011494258146
3,inter,0.0002705261734072817
3,intra,0.00018936832138505277
3,inter,0.00021642093872586976
3,intra,0.0006763154335182042
3,intra,0.0
3,inter,8.113590263691961e-05
3,intra,5.4090601757983414e-05
3,inter,0.0005138607167004539
3,inter,0.0002705261734072817
3,inter,0.0015763011278706607
3,intra,0.001494768310911776
3,inter,0.0015219459165647375
3,intra,0.001983965212664751
3,intra,0.0016854696207693198
3,inter,0.0015763011278706607
3,intra,0.00018931710615277542
3,inter,0.00016227180527383922
3,intra,0.00013522650439490302
3,inter,0.0005949966193373735
3,inter,0.0003516840254295106
3,intra,0.00018931710615277542
3,inter,0.0016578339448294344
3,inter,5.4090601757983414e-05
3,intra,2.7045300878936196e-05
3,inter,0.0
3,intra,0.00045977011494258146
3,intra,0.00021642093872586976
3,inter,5.4090601757983414e-05
3,intra,0.0015219459165647375
3,inter,0.00013522650439490302
3,intra,0.00021636240703182263
3,inter,0.00024340770791075883
3,intra,0.00021636240703182263
3,inter,0.0006761325219742931
3,inter,0.0004328418774516285
3,intra,0.00021636240703182263
3,inter,0.001739366761788319
3,intra,0.00035158891142661464
3,inter,0.00021636240703182263
3,intra,0.00018931710615277542
3,inter,0.00016227180527383922
3,intra,0.00013522650439490302
3,inter,0.0005949966193373735
3,inter,0.0003516840254295106
3,intra,0.00018931710615277542
3,inter,0.0016578339448294344
3,intra,0.0
3,inter,0.00013522650439490302
3,intra,0.00035158891142661464
3,intra,0.00021636240703182263
3,inter,0.00024340770791075883
3,intra,0.00021636240703182263
3,inter,0.0006761325219742931
3,inter,0.0004328418774516285
3,intra,0.00021636240703182263
3,inter,0.001739366761788319
3,intra,0.00035158891142661464
3,inter,0.00021636240703182263
3,intra,0.0
3,intra,0.00035158891142661464
3,intra,5.4090601757983414e-05
3,inter,2.7045300878936196e-05
3,intra,0.0
3,inter,0.00045977011494258146
3,inter,0.00021642093872586976
3,intra,5.4090601757983414e-05
3,inter,0.0015219459165647375
3,intra,0.00013522650439490302
3,inter,0.0
3,intra,0.00021636240703182263
3,intra,0.00013522650439490302
3,intra,0.00021636240703182263
3,inter,0.00037878787878786735
3,intra,0.00035173160173163076
3,inter,0.00032467532467528315
3,intra,0.0007846320346320823
3,intra,0.0005412719891745299
3,inter,0.00037878787878786735
3,intra,0.0018488308863512382
3,inter,0.00045995670995668814
3,intra,0.00032467532467528315
3,inter,0.0005411255411255089
3,inter,0.00045995670995668814
3,inter,0.0005411255411255089
3,inter,0.00032467532467528315
3,inter,0.001406926406926412
3,intra,0.0013798701298701754
3,inter,0.0013528138528138278
3,intra,0.001812770562770516
3,intra,0.0015696887686061922
3,inter,0.001406926406926412
3,intra,0.0028820010875475477
3,inter,0.0014880952380952328
3,intra,0.0013528138528138278
3,inter,0.0015692640692640536
3,inter,0.0014880952380952328
3,inter,0.0015692640692640536
3,inter,0.0013528138528138278
3,intra,0.0016781702530789255
3,inter,0.00035173160173163076
3,intra,0.00027056277056281
3,inter,0.00029761904761904656
3,intra,0.0007575757575757347
3,intra,0.00046008119079832266
3,inter,0.00035173160173163076
3,intra,0.0017672648178357342
3,inter,0.00043290043290045155
3,intra,0.00029761904761904656
3,inter,0.0005140692640692723
3,inter,0.00043290043290045155
3,inter,0.0005140692640692723
3,inter,0.00029761904761904656
3,intra,0.0006225470293679258
3,intra,0.0016511029909325181
3,intra,0.00016233766233764158
3,inter,0.00018939393939398919
3,intra,0.00016233766233764158
3,inter,0.0006222943722943297
3,inter,0.00037889039242222644
3,intra,0.00016233766233764158
3,inter,0.0016856987493202302
3,intra,0.00029761904761904656
3,inter,0.00016233766233764158
3,intra,5.41125541125842e-05
3,intra,0.00029761904761904656
3,intra,5.41125541125842e-05
3,intra,0.00016233766233764158
3,inter,0.0004872107186357777
3,inter,0.001515766680200259
3,inter,0.00046014345648937027
3,inter,0.003330898466033627
3,intra,0.003272461650840053
3,inter,0.0033016800584367845
3,intra,0.003798392987582222
3,intra,0.0034780067221978905
3,inter,0.003330898466033627
3,intra,0.002516827626573015
3,inter,0.003447772096420776
3,intra,0.0033016800584367845
3,inter,0.0034769905040175075
3,inter,0.003447772096420776
3,inter,0.0034769905040175075
3,inter,0.0033016800584367845
3,intra,0.0036539023677287785
3,intra,0.004764688687518226
3,intra,0.0035369774919614683
3,inter,0.003478515054077702
3,inter,0.00521974306964168
3,intra,0.005192697768762633
3,inter,0.005165652467883697
3,intra,0.005354969574036472
3,intra,0.005383470850804817
3,inter,0.00521974306964168
3,intra,0.005843185215382518
3,inter,0.0053008789722786
3,intra,0.005165652467883697
3,inter,0.0053820148749155194
3,inter,0.0053008789722786
3,inter,0.0053820148749155194
3,inter,0.005165652467883697
3,intra,0.005492424242424243
3,intra,0.006520562770562788
3,intra,0.0054653679653680065
3,inter,0.0053300865800866015
3,intra,0.007947406866325779
3,intra,0.00018931710615277542
3,inter,0.00016227180527383922
3,intra,0.00013522650439490302
3,inter,0.0005949966193373735
3,inter,0.0003516840254295106
3,intra,0.00018931710615277542
3,inter,0.0016578339448294344
3,intra,0.0
3,inter,0.00013522650439490302
3,intra,0.00035158891142661464
3,intra,0.0
3,intra,0.00035158891142661464
3,intra,0.00013522650439490302
3,inter,0.00045995670995668814
3,inter,0.0014880952380952328
3,inter,0.00043290043290045155
3,intra,0.00029761904761904656
3,inter,0.003447772096420776
3,inter,0.0053008789722786
3,inter,0.0005116959064327409
3,intra,0.0
3,inter,0.0005116959064327409
3,inter,0.000694444444444442
3,intra,0.0006213450292397171
3,inter,0.000694444444444442
3,inter,0.0005116959064327409
3,intra,0.0
3,inter,0.0005116959064327409
3,intra,0.0006213450292397171
3,intra,0.0
3,inter,0.0005116959064327409
3,intra,0.0
3,inter,0.000694444444444442
3,inter,0.0005116959064327409
3,inter,0.0005847953216374657
3,intra,7.309941520472485e-05
3,inter,0.0005847953216374657
3,intra,0.0005482456140351033
3,intra,7.309941520472485e-05
3,inter,0.0005847953216374657
3,intra,0.0008406432748537807
3,inter,0.0004020467836257646
3,intra,0.0008406432748537807
3,inter,0.0003654970760234022
3,inter,0.0004020467836257646
3,intra,0.0008406432748537807
3,inter,0.00047514619883037845
3,inter,7.309941520472485e-05
3,intra,0.0005116959064327409
3,inter,7.309941520472485e-05
3,intra,0.000694444444444442
3,intra,0.0005116959064327409
3,inter,7.309941520472485e-05
3,intra,0.0005847953216374657
3,inter,0.0008406432748537807
3,intra,0.0
3,inter,0.0005116959064327409
3,intra,0.0
3,inter,0.000694444444444442
3,inter,0.0005116959064327409
3,intra,0.0
3,inter,0.0005847953216374657
3,intra,0.0008406432748537807
3,inter,7.309941520472485e-05
3,intra,0.0008406432748537807
3,inter,0.0004020467836257646
3,intra,0.0008406432748537807
3,inter,0.0003654970760234022
3,inter,0.0004020467836257646
3,intra,0.0008406432748537807
3,inter,0.00047514619883037845
3,intra,0.0
3,inter,0.0008406432748537807
3,intra,0.0008406432748537807
